Port_IDs,ROI,Sharpe_Ratio,PnL,MDD,Win_Rate,Win_Positions,Total_Positions,Normalized_MDD,Profitability_Score,Risk_Adjusted_Score,Trade_Success_Score,Overall_Composite_Score,Profitability_Rank,Risk_Adjusted_Rank,Trade_Success_Rank,Overall_Rank
3733192481840423936,0.10963241745391636,1.0,0.1810488112293427,0.9958079793626823,1.0,0.19115105426892498,0.11118431889309834,0.004192020637317705,0.11118637244425697,0.9999735817303553,0.9880595188050768,0.6408844791383324,115.0,1.0,1.0,2.0
3956048468100538880,0.1102198663786175,0.8521973590940306,0.162667135760933,1.0,0.8899509170756912,0.0069132388524023505,0.002306045132597595,0.0,0.11136107068308955,0.8531288168227652,0.876915238600888,0.5635576449003319,107.0,2.0,4.0,5.0
4032403303704824321,0.10961618842290405,0.7866453350857051,0.17081226879834066,0.9951683065048066,0.6872177036790763,0.04251641894227445,0.034425959479492674,0.004831693495193459,0.11094775880137668,0.787959454590989,0.6777004216113044,0.4840770663812387,125.0,3.0,13.0,10.0
4035430878731345664,0.1374317198623445,0.7456297151112788,0.17594804609990156,1.0,0.6019668000894001,0.014863463532665053,0.012353813210344258,0.0,0.13826979966730707,0.747232766087687,0.5932997969528674,0.45746768877908917,37.0,4.0,34.0,14.0
3768170840939476993,1.0,0.7339113528590988,0.1492710982760538,1.0,0.5339705502454146,0.002073971655720705,0.0,0.0,0.9814889221875581,0.7355882533893512,0.5261185265420841,0.7711076028544539,1.0,5.0,58.0,1.0
4039279455324236544,0.1772330418570724,0.7278482926140329,0.15869825396829257,1.0,0.6896439216727221,0.06256481161424127,0.05155658046450338,0.0,0.17682974193373485,0.7295634027749822,0.6803867836608591,0.4937169527042463,21.0,6.0,12.0,8.0
4041860229502600193,0.10962994005085108,0.7082781017186472,0.1739750381170573,1.0,0.48809679163326564,0.013135153819564465,0.013671553286114312,0.0,0.11103003015562955,0.7101165439489736,0.4810852593384458,0.4017725530484777,121.0,7.0,69.0,23.0
4036548677626662656,0.1096157711560107,0.6808393656040725,0.18546990436684843,1.0,0.5763491653442571,0.023505012098167993,0.02190742875967715,0.0,0.11126628727156262,0.6828507277677909,0.5681879069901503,0.4198181053360074,113.0,8.0,41.0,20.0
3956076827719377409,0.22864122311173335,0.6631159078760492,0.3454444074720059,0.9986429546569239,0.6423736624632657,0.6978914621500173,0.642727721956844,0.0013570453430760906,0.2311827528870267,0.6652304117780624,0.6431932335916474,0.4850001947657236,17.0,9.0,21.0,9.0
3983074113875692800,0.13344050393289442,0.6521014846684491,0.17513092048206835,1.0,0.40565204592287324,0.004839267196681645,0.0047768077746664465,0.0,0.13434764902131333,0.6542939540244399,0.3997351222842583,0.36994778250113475,39.0,10.0,99.0,35.0
4040843843196854529,0.10961576908789876,0.6486162025236356,0.17189274729732795,1.0,0.40123210837649803,0.0065675769097822325,0.007412287926206555,0.0,0.11097085880828136,0.6508306362570605,0.3954059470874799,0.3582593185266747,124.0,11.0,102.0,43.0
3977234346014419201,0.3178908787552372,0.638728125187705,0.1751601254756388,1.0,0.4953702695047823,0.011406844106463879,0.011365508153516717,0.0,0.31478518894637675,0.6410048739515003,0.4882258500053217,0.4646832927655973,10.0,12.0,66.0,13.0
4029422834086627072,0.1291757785804114,0.6381989975093458,0.1795777832090167,1.0,0.46417047831790953,0.013135153819564465,0.014495140833470595,0.0,0.1302724798064924,0.6404790808554089,0.4575121537458835,0.3815063623029847,42.0,13.0,80.0,29.0
4028701921959171840,0.10961547952525959,0.6372852537521738,0.355064230616279,0.9997509298485101,0.67646633027209,0.12893190459730383,0.11085488387415582,0.000249070151489944,0.11495621841541062,0.6395695258959695,0.6683834557776025,0.43836838186823585,70.0,14.0,15.0,17.0
4029749871687083265,0.11128007177856261,0.6292323232408059,0.189800422332204,1.0,0.5341784827026753,0.12685793294158312,0.1386921429747982,0.0,0.11298860232926244,0.6315689149009105,0.5281654893120094,0.3931157621955809,81.0,15.0,56.0,27.0
3891020560590657281,0.33534858197483813,0.6238967193044396,0.18024643759397319,1.0,0.8068616781359013,0.09782232976149326,0.06967550650634162,0.0,0.33197370208337956,0.6262669361385839,0.7963946174437804,0.5595879469080611,9.0,16.0,6.0,6.0
4031173908980084736,0.10961568069506455,0.6108951203381632,0.20993532476454657,0.9999033931705604,0.47068515169780994,0.029381265122709988,0.034755394498435184,9.66068294395881e-05,0.11179854380659576,0.6133466649117271,0.4641704856570033,0.3679745626932574,98.0,17.0,76.0,36.0
3926423286576838657,0.1096155481971659,0.6022016188945656,0.16190710823843943,0.9970097242222845,0.4248677809135412,0.05634289664707916,0.07642892439466314,0.0029902757777154967,0.11075336440970607,0.6046897142277777,0.41942750127459366,0.35153651041459383,129.0,18.0,90.0,49.0
3936410995029308417,0.10961552352342432,0.5978300960115959,0.27302210309845076,1.0,0.3737793851717902,0.002073971655720705,0.000988305056827541,0.0,0.11317110028054246,0.6003645856732033,0.36829215356499345,0.335865461883676,78.0,19.0,109.0,63.0
3999240873283311617,0.1293695785278925,0.5971352466403881,0.6511447681513155,0.9997088107818308,0.6518959349229366,0.817836156239198,0.7425465326964256,0.00029118921816912905,0.1407229263642576,0.5996722801832618,0.654345596386385,0.43249453351659706,34.0,20.0,18.0,18.0
